multisig_address,amount_in_wei
0x0d74d7843f9ef6782a28181d85239ba735e6a13e,0
0xf34fc048d524e3c52d4db26d52095bf67ab5cea1,0
0xfbbe877a949e8eb1db740ebb3ef020b20b9fbbfa,0
0x91355a38d8eedad0bfc0a2f18c590e26e7f7df9d,0
0x48122a114156c314cd49438b08d59ac64138a8f3,0
0x1ae1eefa471b3221654221360d25f4e2fae43daa,0
0xd12b693156f6bc4c33d73e60424a544bcbe17556,0
0x0ccd5be12ebdba2416f31323c435d3d91e3dedd8,0
0xb057e153bc1d616dfa756c48037870d817b563b6,0
0x3806cf18054a118d071f19bbf7f2fe3afbb680f4,0
0x889ce51343cd4e4ac3864c2472ed9bf62713b012,0
0x16a1dc5b15838ec665a029984b0566e6c1fa4702,0
0x93202dcdbe77c43b3d6035afa0b5fa42fc4662d9,0
0x2faea22bbd8a0a5b73bd306a06e2b42dce879a7b,0
0x87ec963c1ffd815432ab8800a374328538b1211a,0
0x788b28b5cb82a6d73001ed2b2f045e0b5186fd64,0
0xf1d99c208a1d8c7d3332df459a2068c18735d60d,0
0xc3bcd786b53ccbf2bfc3a350d09e2dd4a6e6959f,0
0x7c6cb1f881bd55fc08e091b82f3f8e902a7329ca,0
0x734722831fcf451fbf2ec4a094aeca0a5007be00,0
0x6d95a950998dfb327d87298509b2f0a7364a164a,0
0xe4454eb3caf272cd721760d71bf54a39ed389eb9,0
0xc05e74750f05e8719e56366f62328ce12052da49,0
0x537ed6dbbc23f2ad9675a0443990014e9f76f1c0,0
0xac2cf4362b4d701a14db72598827c8840f88aeb1,0
0x3b70b40bc8f80f20192325fa56a831761230f8fb,0
0x8728c6f8d81a2b70025fb54d296d5724801cdebf,0
0x89ec959fd68895dca52bd02865ad3c30d6196684,0
0x01b0ba9b15a075f2bbb2a06296dcf230d7033006,0
0x1b4080a17e3f7e29c40c1be4fc34cb6d3c6a61bb,0
0xbee7f444eb06a1703499bce3eb6db0427cb6070d,0
0x22b723ca01bf41fd4ea69016f020af206c1de8d6,0
0xd52d57ff144a1b4a5ba49f017a04a9290a73812b,0
0x8e2495bf4ca2eea20635e15d0b2837ccdff70453,0
0x2086c6098d0fdf2c79e5ecc245e6e21cccd7a9bd,0
0xce9f93eb7f78fcb7e7d222c81f258535dc218d4b,0
0x2249263274f2f4caf409dd45141a8f6185a36369,0
0x223fbc3d404d38213f5d4ba090e3866f151dfffd,0
0xd2a8e16af2bb255de1b9d0c3cd3ef798b6e94a5c,0
0xdc597b6fe4ba767e5af5cad650953aa7bff211ff,0
0x80260b19fa28b51aaf61dcc5d3846f206eaa2ca1,0
0x60332cffff9c09427be46159570552f6f240c0be,0
0xa4f988bd98b70c2a58efbb8d6fe0583acfd9e298,0
0x9121130195036dcaa494a9983e9431c700dae7b5,0
0xd716558a8decc07958ae1135fde3ab52c810e4ee,0
0xc6628bc3d0d5f474a40afcd407c193fd671b1cfb,0
0x6c944ade51842cc3f557853619cce328c3d138ad,0
0x0399f871448b0aee36180be78951ceea033c40c1,0
0xa3839f00c8afa8926ee10e8d88e15bc9eb52a590,0
0xe4bf5dd03746870ba7c3c8e6e2028d0027612ebb,0
0x43e91e4099e0028ce8871eb015593cbd1aebaf9e,0
0x87d3f07ae86953b1ae559f8870696168c4e20ab1,0
0x42038b07881bc137a21e4f339df3b22f42fd3d4f,0
0x757ace477985fa469a008499184dbe449a045ab7,0
0xd42fb59059369cc6af6052a4bfd55884c975533b,0
0x68952c720dde3a0827bfd70a60d48c8d9588fb45,0
0x046ad5aebde812a3c04ec48d50c980edf87edb5f,0
0xf853c90891dd9eb7b0456ca6e78dc44d0b56c551,0
0xf39fc9bc6b3d39333c3663e89f887a7c6eeb84eb,0
0x08894447d2d58d6bd47def5e0e4cdf9f4127e582,0
0xe605c7d8810043ba3dfa7b08e892e2f9eec056ca,0
0xc0ffee60fc383278fc94885d7f7584977bfa00aa,0
0x04ac3e0ab9f65098b16ccb9f0ba844cdba3eeac1,0
0xe9bc058c9764f5e9ff39db8b54e7a8a3957d729d,0
0xc64d95986dbf4da6ca69ca2e1c1c573942449f3a,0
0x39a5c0807a6ca01b639ee617ce5a616910c35539,0
0xcd98d845e445feffdb5e2940af3062e37bcb2ad2,0
0x5a8a0138114dcdf7bb4a27a2a03fb64cf66ad2e3,0
0x59bff5a17995fa99686de6200ff3032128aabca8,0
0x48c46777aaf7a045b4ce8a71961db19f260fdc68,0
0xb76250b38d57055c96fcd75abccb27ee8b931e77,0
0x64ac37c60a0d16aed4e48f27fc8a7c78b839e9ca,0
0x8cee09a85474533d894808b2b1cb3df81d7314ba,0
0x9bf10b45de13f8e1144152c89e550e291b457dbe,0
0x74b16e67582e66f791ba45c65f70b84c54541e3b,0
0xbbfdf18cf2413fed31293840aa1a1ee7bdfbb170,0
0xcb5243f251c3757b0d403e9855457c872d148b4a,0
0xd5d89ee27c3417bb59138eb14c5883b704cc3e67,0
0x8b7371c7e8b4bc78b4f9dd1009e1a2ec862a59ee,0
0x9b6fd6fef6e5be6191b69f2e69c3018393233fca,0
0xafe166952fbdd3d9ade67ca73cb8045339ca5183,0
0x8ca62efdc496a0a1f5a76df4833519005c0da16b,0
0x47d4d2b35d1f1ab19092978e77f59addffe65aec,0
0x397f22f6c4bc789898a6cda954881908348c7f00,0
0xc92cbb01fb1fcaa2c97bc4fa02a355c9bb1d2a81,0
0xec7d7849ca11aab697a289425ffbe8b0b6de9eb3,0
0x5ff91865a451a09fe706ce5eae8591176709ab3e,0
0x223cc19bf2fcc7219e0518c89a735b99091a57e9,0
0xa34ffdfc968a80ba1c77248520cf60142eb63ca0,0
0x8f877a49f41f2f59febf3fb2f239fbe65d09a6bc,0
0x0505c8e3543034fe3dfed013d2e997102de13d37,0
0x43d3d1a57c30a27d78c6864048cb3b7e08957fd8,0
0xe37f73f567c142d84393b5e34d13300f2ec64b1f,0
0x6a53b3fb6d25c07072ec03009750fef5c44f357d,0
0xf44362d3a3b828c9b3e25e5b453446a1a95e89a7,0
0x1dfd75c71a3658a95dc8c677c7689a140f0afb2d,0
0x8aed4f7475f0ac5f7973f55cf685ee026c2a1eaf,0
0x52f377bd91eef4f281cd3ff7e69771aca9c7df38,0
0x173b713cca8e97a21cbd0060d7971da23aa8d4dd,0
0x3786f1baa3343a74e1f5325b7a99e769b0bbab0e,0
0x9f6443e9181a1569126ef1b1f5c45af6ca8e843d,0
0x8e994e25be46c822889e666f4334608580de20b7,0
0x7ebcdaab21a47bc4a7bd29898ec42a2fe166f740,0
0xda277dc94f0008216f5af59d7ce0990218927ebc,0
0x5821a5527eb2e84c2566d0c7dae988447d20b984,0
0xae824ca7fbe8e9eba1ea3ee046148c49851157b2,0
0xb12100ad65600ece950a8485e6304211c0a38493,0
0xb740abc53d142690d7bfabe841102b41ffe25fb3,0
0x0d1e361c72db59344b3aadb8037c964850ba13c0,0
0x164c2b90f83b67d897ff00899695430841e38536,0
0x8da4fdb54691fa76a44f7a03f8bdcd3da5216243,0
0x60b615df286f732e9b148a6a1de42afc005dc2c3,0
0x4d6eb94205ed1ff9d0a20bfaaec2e8c196cf0908,0
0x37b57f5047d22109d48fb71a88513cab50c92c07,0
0x4d12c9633ea68d3731c2603081ff435873114a52,0
0x9f82984f02f42b31f24d37799c9d63604f9a6f15,0
0xd91e79c081d8b21f765875c86dd84d39338261b0,0
0xb19bf165dd18009e74cd45c9b42fbd81ff985de9,0
0x3b860c53319a80b7cceaf31a230090aa91204d0a,0
0xd202018c812b3aab4f76b8581ddb8c5d9f75b2e0,0
0xbf8d6bc02bdf4828a1adb7951ec1409fb8ec582c,0
0xc1f67ff7482bd4ba2aeadcd523b9ba57bf08ea07,0
0x720a73e8b8682674eee2d815f8d69e79091f76cd,0
0xdf58f348ed7e6656d06a8b8d27ac9d99e5d64f87,0
0x496ccebbb3550b40cc5fb46b111e7b72f5489358,0
0xc4673da886f7e3e9ca24487f6b085e118d9dff02,0
0xf968080a985152828441f6c9b916514e75b98651,0
0x53679877643af65d252cd7f918cbde217cc98e7f,0
0x93ebfb624be70e131c78bf3e75cc269a92727b8d,0
0x3cafc5070e24d4fd7ea55a6daedffc51a0dbd80e,0
0xf199af8b17d81c41abe6220a1d7c9fe04d0d9d2c,0
0x60e2f9eb6fa7cd3984101c4b07d84cc5381f47c3,0
0x9a84d2eb7f82a98399dff45c7bb13b7654fa95a6,0
0x103678815ce4ae9926d938e64cadba406b2f86f6,0
0x325d5e031c3c0f6e1cbbc52a9cb46d296139b4ea,0
0x8ffc7827beef0893941a22df4a0c4f7c23e01621,0
0x3cb0d9caf35feadfe090cd55202f45076b7e3e14,0
0xeffef3e06f0f9c327c73081106ca8add36b1aa15,0
0xded679f2fd307e1c8bf8a5b20e3d4178369bb996,0
0x090853e608849943f52ff983abc4fd6d34ff1ec7,0
0x2026bb1dcc41abdae6864a8b76b5134dd8330195,0
0x0614143a9639d3731f343805f098cfe107e756e6,0
0x14b96bc52d111073c382d54fe17f29b29a346e6c,0
0x9d8fe087ccbdee7ad4429319421b347b26eb29bc,0
0x086a84f2e7e3e4a0fceeab66b1ad36bea5ded70a,0
0x130a542a258401625aebd190457f25d35cca8301,0
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0
0x3f0ad8c31a365df9b2b7c8c62c4b8d1e8768982d,0
0x8ae1a1a78c326abc8c7de3e70a8a6bdf9328e0ba,0
0x32b0663b7853ba76b19de69c46fc40fced09bf00,0
0x57d6729f695137efc32c9592c9f879162ba81c8f,0
0xd912a9d8bd2390648f29e8f6734d860771efcd19,0
0xeba90b310b464c20d409de6de7a75735bff63dad,0
0xdb2c56839381731015c6b077a48b37931472f3b9,0
0xda9b77bd3a426a8d5485b955d7eb4f68540d1363,0
0x697bedbd0ab6079c90d23510fd6473c7b1e9e202,0
0x2cd5a2e0623791eaac6f95fbce81348958520d07,0
0x8a1709188d3626155f33483d4e69085b4c17ab80,0
0xfbee8fd47bd88ec4c045b3e0d10832a410dd9823,0
0x49047b146f733206ebb2ee66f382cea80de12836,0
0xc3be97b341b84c00aa1b7fbed64c37da6314e20b,0
0x4ef53d1d6d484cf7a0ec809aa1a061119d9fd0e0,0
0x5974199ba063187cc8d49ac9369bb053b4c1ff25,0
0xf6c329e9754eb9bbc20627d448a15c4de99ef557,0
0x58246c2f07a89ae49faf6fa629b1c034e8efba04,0
0x733c806ad2449581ebf4a85d70d6f38b76f85713,0
0x196f109ab5d47389b9dae0c176387ca9f90869af,0
0xb4ff3fae88e93587321aa409b96467c4f11cd539,0
0xc3836aee8938c790b5bbfc7e8bb82815e6bafcdc,0
0x62bfcfab786cd93c6c3e9224ab451b99bb26a64e,0
